,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
22677,1346854094196109315,trumps legacy one term impeached president who twice lost the popular vote contributed to the gop losing control of the senate oversaw a failed response to a global pandemic leading to 350000 deaths refused to leave office when he lost an election good work don,pandemic,950166022409146368,27,1934,0,88,VA,2021-01-06
22855,1346854014672117761,who shuttered churches trump been president during the pandemic dear and states determined that anyway,pandemic,1932493106,219,25033,0,0,CT,2021-01-06
22866,1346854009416671233,comeyiswrong donald trump must be prosecuted forget his treason he killed over 350k americans with his criminally negligent and incompetent response to a pandemic,pandemic,759028523818516480,332,30331,0,0,,2021-01-06
23104,1346853870677360640,then by your reasoning the entire country should have voted blue given trumps utter failure with the pandemic and mitch unwavering support of trump no in spite of all that happened in 2020 there were over 70 million folks who thought america was just fine then came stacey,pandemic,925121222098108416,62,7269,6,0,CA,2021-01-06
23455,1346853680293818378,president trump has failed to take the pandemic seriously wasting time and costing lives from incomprehensible shortages of supplies in the spring to the disappointingly slow rollout of the vaccine we have seen the cost of their failure to plan,pandemic,1071840474,16423,4927,1,0,IL,2021-01-06
23528,1346853633657249792,trump admin had some kind of review about their preparedness against a pandemic and this was the result this was the result and they took no steps this was well known and was talked about right when this all started,pandemic,1113302236497465345,0,162,0,0,,2021-01-06
23608,1346853583636082688,trump administration trump pandemic trump steaks trump hotels trump university trump casinos trump airlines trump clothing trump marriages trump parenting trump bronzer trump payday loans trump used cars and the usfl he has literally failed at everything magaiscancelled,pandemic,41748112,287,12125,0,32,,2021-01-06
23876,1346853425368195072,the only thing that the trumpskull administration is good at is holding rallies bad at taking charge of a global pandemic made worse through ignoring it trumpskull was never a leader yet he is doing everything by illegal means to attempt to keep a job he doesnt care to do,pandemic,1336489047305359363,0,37,0,0,,2021-01-06
24118,1346853295004913664,no 61m americans turned out to vote house d in 2018 every d this century has topped the previous midterm by at least 20m votes for working class voters who didnt have the option to work from home trumps message on pandemic was appealing thats how he got 74m votes,pandemic,417257170,349,19976,0,0,CA,2021-01-06
24292,1346853203166466048,this pandemic is protecting me from so many poor decisions because all these salty trumpians outside just plentiful and ripe for the antagonizing gtgtgtgtgtgtgtgt,pandemic,1278819804577587200,7,997,0,5,,2021-01-06
24365,1346853166948737031,nooses have been a common theme in the trump rallies happing in michigan during the pandemic,pandemic,1230939191237861381,35,6253,0,3,,2021-01-06
24435,1346853127719305216,1 get covid19 under control 2 pass meaningful pandemic aid 3 fix the epa 4 repeal the tax cuts for the over 400k bracket 5 start undoing all the other damage that trump has done 6 a major infrastructure bill,pandemic,582974139,1864,17150,4,0,,2021-01-06
24451,1346853121234857985,1 a lavish new years party at donald trumps florida property loud music colored lights and people dancing shouting screaming in maralago at the same time on the other us coast ambulances are leaving the dying behind in parts of the usa the pandemic has gotten ,pandemic,393593356,232,7977,0,4,AZ,2021-01-06
24473,1346853107590901760,and where are their fucking masks social distancing there is a damn pandemic covid19 wearamask socialdistance trumpsupporters,pandemic,817267261182394368,127,1394,0,0,FL,2021-01-06
24492,1346853096304029700,theres a lot of trump scapegoating on fox news and cnn obviously he a large part of the problem but this is also a rejection of the republican party it was republicans denying 2000 payments to struggling americans during a global recession pandemic yall are just as trash,pandemic,70773048,1681,169819,7,1,,2021-01-06
24533,1346853076846718981,its all unraveling for trump and his supporters and keep in mind this is all happening all his rallies including last nights ga one during a raging pandemic most irresponsible president probably in all of our history,pandemic,857419494440022016,17,235,0,11,MI,2021-01-06
24547,1346853071117316097,so running solely on your support and backing of trump not supporting any help for the average american during a pandemic making millions insider trading and supporting tax cuts to the rich isnt gonna get you elected wow who wouldve though republicans are rats,pandemic,1536844748,256,43015,1,0,,2021-01-06
24619,1346853042969341954,nice of trump to hold a maskless rally during a raging pandemic,pandemic,1491795722,2370,291688,0,1,VA,2021-01-06
24742,1346852982734819329,finally the country will get real pandemic relief money for suffering americans vaccine distribution help for cities and states because of trump and mcconnell none of this happened thank you georgia,pandemic,1480378518,9,771,0,0,,2021-01-06
25020,1346852837335179269,covidreliefhealthcareclimate changefree detained childrengun controlindependent commission for covid pandemic amp trump crime familystudent loan forgivenessdcampuerto rico statehoodabolish electoralheroesvoting rights actwomenamp lgbtq equalitysupreme courtamplice reform,pandemic,362820598,1339,1967,0,0,MI,2021-01-06
25207,1346852762139680769,donald trump playing golf recently whilst over 350000 americans died from the covid pandemic,pandemic,1339984770718195714,41,10855,0,2,,2021-01-06
25293,1346852710193065984,new michelle obama blasts trump unconscionable to focus on overturning an election instead of pandemic,pandemic,25403937,40,2524,0,66,,2021-01-06
